ExamID,QuestionID,Year,Topic,Difficulty,AnswerType
Resit_2021,R_21_Q11b,2021,Zero-Sum Games,Medium,Written
NG,NG_Q1a,NG,Data Concepts,Hard,Written
NG,NG_Q1b,NG,Data Concepts,Hard,Written
NG,NG_Q1c,NG,Data Concepts,Hard,Written
NG,NG_Q2a,NG,Complex Numbers,Hard,Written
NG,NG_Q2b,NG,Complex Numbers,Hard,Written
NG,NG_Q2c,NG,Complex Numbers,Hard,Written
NG,NG_Q2d,NG,Complex Numbers,Hard,Written
NG,NG_Q2e,NG,Complex Numbers,Hard,Written
NG,NG_Q3a,NG,Time Series Analysis,Hard,Written
NG,NG_Q3b,NG,Time Series Analysis,Hard,Written
NG,NG_Q3c,NG,Time Series Analysis,Hard,Written
NG,NG_Q4,NG,Linear Regression,Medium,Written
NG,NG_Q5a,NG,Probability,Hard,Written
NG,NG_Q5b,NG,Probability,Hard,Written
NG,NG_Q6,NG,Game Theory,Hard,Written
Exam_2023,E_23_Q1a,2023,AI Agents,Medium,Written
Exam_2023,E_23_Q1b,2023,AI Agents,Medium,Written
Exam_2023,E_23_Q1c,2023,Turing Test,Medium,Written
Exam_2023,E_23_Q2a,2023,Search Algorithms,Easy,Multiple Choice
Exam_2023,E_23_Q2b,2023,Search Algorithms,Medium,Written
Exam_2023,E_23_Q2c,2023,Search Algorithms,Medium,Written
Exam_2023,E_23_Q2d,2023,Game Trees,Hard,Written
Exam_2023,E_23_Q3a,2023,Propositional Logic,Medium,Written
Exam_2023,E_23_Q3b,2023,Propositional Logic,Medium,Multiple Choice
Exam_2023,E_23_Q4a,2023,Decision Trees,Medium,Written
Exam_2023,E_23_Q4b,2023,Decision Trees,Hard,Written
Exam_2023,E_23_Q4c,2023,Decision Trees,Hard,Written
Exam_2023,E_23_Q4d,2023,Decision Trees,Medium,Written
Exam_2023,E_23_Q4e,2023,Decision Trees,Medium,Written
Exam_2023,E_23_Q5a,2023,Information Retrieval,Easy,Multiple Choice
Exam_2023,E_23_Q5b,2023,Information Retrieval,Easy,Multiple Choice
Exam_2023,E_23_Q5c,2023,Information Retrieval,Easy,Multiple Choice
Exam_2023,E_23_Q5d,2023,Information Retrieval,Medium,Written
Exam_2023,E_23_Q5e,2023,PageRank,Medium,Written
Exam_2023,E_23_Q6a,2023,Data Concepts,Easy,Multiple Choice
Exam_2023,E_23_Q6b,2023,Knowledge Representation,Easy,Multiple Choice
Exam_2023,E_23_Q6c,2023,Knowledge Concepts,Easy,Multiple Choice
Exam_2023,E_23_Q7a,2023,Complex Numbers,Medium,Written
Exam_2023,E_23_Q7b,2023,Complex Numbers,Medium,Written
Exam_2023,E_23_Q7c,2023,Complex Numbers,Medium,Written
Exam_2023,E_23_Q8a,2023,Data Mining,Easy,Multiple Choice
Exam_2023,E_23_Q8b,2023,Data Mining,Medium,Written
Exam_2023,E_23_Q8c,2023,Distance Metrics,Medium,Written
Exam_2023,E_23_Q8d,2023,Distance Metrics,Medium,Written
Exam_2023,E_23_Q9a,2023,Linear Regression,Medium,Written
Exam_2023,E_23_Q9b,2023,Linear Regression,Hard,Written
Exam_2023,E_23_Q10a,2023,Probability Distributions,Medium,Multiple Choice
Exam_2023,E_23_Q10b,2023,Bootstrapping,Easy,Multiple Choice
Exam_2023,E_23_Q10c,2023,Bootstrapping,Easy,Multiple Choice
Exam_2023,E_23_Q10d,2023,Bootstrapping,Easy,Multiple Choice
Exam_2023,E_23_Q11a,2023,Game Theory,Medium,Written
Exam_2023,E_23_Q11b,2023,Game Theory,Medium,Written
